Year,Region,Month,Sales_USD_1000
2000,Asia Pacific,February,3441499.0
2000,Asia Pacific,March,4468914.0
2000,Asia Pacific,April,3735897.0
2000,Asia Pacific,May,3953033.0
2000,Asia Pacific,June,5093919.0
2000,Asia Pacific,July,4221957.0
2000,Asia Pacific,August,4594272.0
2000,Asia Pacific,September,5291625.0
2000,Asia Pacific,October,3924623.0
2000,Asia Pacific,November,4111899.0
2000,Asia Pacific,December,4875379.0
2000,Worldwide,January,13791243.0
2000,Worldwide,February,13841279.0
2000,Worldwide,March,17577529.0
2000,Worldwide,April,14434998.0
2000,Worldwide,May,15696457.0
2000,Worldwide,June,20090377.0
2000,Worldwide,July,16090830.0
2000,Worldwide,August,18065248.0
2000,Worldwide,September,21149983.0
2000,Worldwide,October,16732855.0
2000,Worldwide,November,16940015.0
2000,Worldwide,December,19982809.0
2001,Americas,January,3664548.0
2001,Americas,February,3811278.0
2001,Americas,March,4865580.0
2001,Americas,April,2615034.0
2001,Americas,May,2575637.0
2001,Americas,June,3514163.0
2001,Americas,July,1978417.0
2001,Americas,August,2308767.0
2001,Americas,September,3028710.0
2001,Americas,October,2207125.0
2001,Americas,November,2268857.0
2001,Americas,December,2940332.0
2001,Europe,January,3052845.0
2001,Europe,February,2965906.0
2001,Europe,March,3819818.0
2001,Europe,April,2439495.0
2001,Europe,May,2196459.0
2001,Europe,June,2870184.0
2001,Europe,July,1692238.0
2001,Europe,August,1768516.0
2001,Europe,September,2822728.0
2001,Europe,October,2014167.0
2001,Europe,November,2119288.0
2001,Europe,December,2454622.0
2001,Japan,January,3532288.0
2001,Japan,February,3442623.0
2001,Japan,March,3807985.0
2001,Japan,April,2825404.0
2001,Japan,May,2783229.0
2001,Japan,June,3143546.0
2001,Japan,July,2388567.0
2001,Japan,August,2183770.0
2001,Japan,September,2662147.0
2001,Japan,October,2199451.0
2001,Japan,November,2111129.0
2001,Japan,December,2067676.0
2001,Asia Pacific,January,2715752.0
2001,Asia Pacific,February,3280120.0
2001,Asia Pacific,March,4278414.0
2001,Asia Pacific,April,3061114.0
2001,Asia Pacific,May,2855898.0
2001,Asia Pacific,June,3743768.0
2001,Asia Pacific,July,2711531.0
2001,Asia Pacific,August,3031622.0
2001,Asia Pacific,September,3986521.0
2001,Asia Pacific,October,3103773.0
2001,Asia Pacific,November,3288306.0
2001,Asia Pacific,December,3763262.0
2001,Worldwide,January,12965433.0
2001,Worldwide,February,13499927.0
2001,Worldwide,March,16771797.0
2001,Worldwide,April,10941047.0
2001,Worldwide,May,10411223.0
2001,Worldwide,June,13271661.0
2001,Worldwide,July,8770753.0
2001,Worldwide,August,9292675.0
2001,Worldwide,September,12500106.0
2001,Worldwide,October,9524516.0
2001,Worldwide,November,9787580.0
2001,Worldwide,December,11225892.0
2002,Americas,January,2204457.0
2002,Americas,February,2419266.0
2002,Americas,March,3209539.0
2002,Americas,April,2217146.0
2002,Americas,May,2519930.0
2002,Americas,June,3017547.0
2002,Americas,July,2255203.0
2002,Americas,August,2467481.0
2002,Americas,September,3176114.0
2002,Americas,October,2295235.0
2002,Americas,November,2608932.0
2002,Americas,December,2884627.0
2002,Europe,January,1806390.0
2002,Europe,February,2030798.0
2002,Europe,March,2932907.0
2002,Europe,April,1882454.0
2002,Europe,May,1899398.0
2002,Europe,June,2657578.0
2002,Europe,July,1906951.0
2002,Europe,August,2077459.0
2002,Europe,September,2964911.0
2002,Europe,October,2335639.0
2002,Europe,November,2525318.0
2002,Europe,December,2768676.0
2002,Japan,January,1883626.0
2002,Japan,February,2057970.0
2002,Japan,March,2385984.0
2002,Japan,April,2159778.0
2002,Japan,May,2434705.0
2002,Japan,June,2762239.0
2002,Japan,July,2784579.0
2002,Japan,August,2716235.0
2002,Japan,September,2984052.0
2002,Japan,October,2854822.0
2002,Japan,November,2703274.0
2002,Japan,December,2766384.0
2002,Asia Pacific,January,3146515.0
2002,Asia Pacific,February,3309197.0
2002,Asia Pacific,March,4812701.0
2002,Asia Pacific,April,3787661.0
2002,Asia Pacific,May,3883881.0
2002,Asia Pacific,June,4838755.0
2002,Asia Pacific,July,4065451.0
2002,Asia Pacific,August,4228547.0
2002,Asia Pacific,September,5241478.0
2002,Asia Pacific,October,4195297.0
2002,Asia Pacific,November,4598607.0
2002,Asia Pacific,December,5047626.0
2002,Worldwide,January,9040988.0
2002,Worldwide,February,9817231.0
2002,Worldwide,March,13341131.0
2002,Worldwide,April,10047039.0
2002,Worldwide,May,10737914.0
2002,Worldwide,June,13276119.0
2002,Worldwide,July,11012184.0
2002,Worldwide,August,11489722.0
2002,Worldwide,September,14366555.0
2002,Worldwide,October,11680993.0
2002,Worldwide,November,12436131.0
2002,Worldwide,December,13467313.0
2003,Americas,January,2180055.0
2003,Americas,February,2257864.0
2003,Americas,March,2938663.0
2003,Americas,April,2142606.0
2003,Americas,May,2501006.0
2003,Americas,June,2959157.0
2003,Americas,July,2203971.0
2003,Americas,August,2667699.0
2003,Americas,September,3382249.0
2003,Americas,October,2760664.0
2003,Americas,November,3022401.0
2003,Americas,December,3314347.0
2003,Europe,January,2119735.0
2003,Europe,February,2468121.0
2003,Europe,March,2996398.0
2003,Europe,April,2164981.0
2003,Europe,May,2237604.0
2003,Europe,June,2869079.0
2003,Europe,July,2327962.0
2003,Europe,August,2434715.0
2003,Europe,September,3375876.0
2003,Europe,October,3074324.0
2003,Europe,November,2993422.0
2003,Europe,December,3247809.0
2003,Japan,January,2709136.0
2003,Japan,February,2684795.0
2003,Japan,March,3244796.0
2003,Japan,April,2699072.0
2003,Japan,May,2999836.0
2003,Japan,June,3374873.0
2003,Japan,July,3123182.0
2003,Japan,August,3138268.0
2003,Japan,September,3822295.0
2003,Japan,October,3714630.0
2003,Japan,November,3621463.0
2003,Japan,December,3809850.0
2003,Asia Pacific,January,3931682.0
2003,Asia Pacific,February,3928697.0
2003,Asia Pacific,March,5436984.0
2003,Asia Pacific,April,4236839.0
2003,Asia Pacific,May,4351842.0
2003,Asia Pacific,June,5554289.0
2003,Asia Pacific,July,4657393.0
2003,Asia Pacific,August,5381795.0
2003,Asia Pacific,September,6822043.0
2003,Asia Pacific,October,5710950.0
2003,Asia Pacific,November,6050194.0
2003,Asia Pacific,December,6779910.0
2003,Worldwide,January,10940608.0
2003,Worldwide,February,11339477.0
2003,Worldwide,March,14616841.0
2003,Worldwide,April,11243498.0
2003,Worldwide,May,12090288.0
2003,Worldwide,June,14757398.0
2003,Worldwide,July,12312508.0
2003,Worldwide,August,13622477.0
2003,Worldwide,September,17402463.0
2003,Worldwide,October,15260568.0
2003,Worldwide,November,15687480.0
2003,Worldwide,December,17151916.0
2004,Americas,January,2467532.0
2004,Americas,February,3012035.0
2004,Americas,March,3748837.0
2004,Americas,April,2813374.0
2004,Americas,May,3030899.0
2004,Americas,June,4019400.0
2004,Americas,July,2834985.0
2004,Americas,August,3398409.0
2004,Americas,September,4028203.0
2004,Americas,October,3093517.0
2004,Americas,November,3228716.0
2004,Americas,December,3388643.0
2004,Europe,January,2583657.0
2004,Europe,February,3053706.0
2004,Europe,March,3795667.0
2004,Europe,April,2822133.0
2004,Europe,May,2941374.0
2004,Europe,June,3605878.0
2004,Europe,July,2942475.0
2004,Europe,August,3105213.0
2004,Europe,September,3997679.0
2004,Europe,October,3268991.0
2004,Europe,November,3541750.0
2004,Europe,December,3765607.0
2004,Japan,January,3413020.0
2004,Japan,February,3443989.0
2004,Japan,March,3962665.0
2004,Japan,April,3603145.0
2004,Japan,May,3599954.0
2004,Japan,June,4301863.0
2004,Japan,July,3844112.0
2004,Japan,August,3781467.0
2004,Japan,September,4234865.0
2004,Japan,October,3694039.0
2004,Japan,November,3902994.0
2004,Japan,December,3974597.0
2004,Asia Pacific,January,5361597.0
2004,Asia Pacific,February,6287404.0
2004,Asia Pacific,March,7730699.0
2004,Asia Pacific,April,6689747.0
2004,Asia Pacific,May,7275021.0
2004,Asia Pacific,June,8806293.0
2004,Asia Pacific,July,6856932.0
2004,Asia Pacific,August,7349988.0
2004,Asia Pacific,September,9179552.0
2004,Asia Pacific,October,7212937.0
2004,Asia Pacific,November,7721612.0
2004,Asia Pacific,December,8309664.0
2004,Worldwide,January,13825806.0
2004,Worldwide,February,15797134.0
2004,Worldwide,March,19237868.0
2004,Worldwide,April,15928399.0
2004,Worldwide,May,16847248.0
2004,Worldwide,June,20733434.0
2004,Worldwide,July,16478504.0
2004,Worldwide,August,17635077.0
2004,Worldwide,September,21440299.0
2004,Worldwide,October,17269484.0
2004,Worldwide,November,18395072.0
2004,Worldwide,December,19438511.0
2005,Americas,January,2981900.0
2005,Americas,February,3056434.0
2005,Americas,March,3702744.0
2005,Americas,April,2915431.0
2005,Americas,May,3007818.0
2005,Americas,June,3599324.0
2005,Americas,July,2795789.0
2005,Americas,August,3330615.0
2005,Americas,September,4216786.0
2005,Americas,October,3237951.0
2005,Americas,November,3724965.0
2005,Americas,December,4165834.0
2005,Europe,January,3113776.0
2005,Europe,February,3258018.0
2005,Europe,March,3752362.0
2005,Europe,April,2950200.0
2005,Europe,May,2877625.0
2005,Europe,June,3504530.0
2005,Europe,July,2758605.0
2005,Europe,August,2970676.0
2005,Europe,September,4139002.0
2005,Europe,October,3152284.0
2005,Europe,November,3302125.0
2005,Europe,December,3495940.0
2005,Japan,January,3720700.0
2005,Japan,February,3675568.0
2005,Japan,March,4093966.0
2005,Japan,April,3318904.0
2005,Japan,May,3439285.0
2005,Japan,June,3871861.0
2005,Japan,July,3392737.0
2005,Japan,August,3534294.0
2005,Japan,September,4175231.0
2005,Japan,October,3482735.0
2005,Japan,November,3639867.0
2005,Japan,December,3736913.0
2005,Asia Pacific,January,7489572.0
2005,Asia Pacific,February,7232398.0
2005,Asia Pacific,March,9000741.0
2005,Asia Pacific,April,7437040.0
2005,Asia Pacific,May,7657779.0
2005,Asia Pacific,June,9295174.0
2005,Asia Pacific,July,7859520.0
2005,Asia Pacific,August,8850313.0
2005,Asia Pacific,September,10648215.0
2005,Asia Pacific,October,8435154.0
2005,Asia Pacific,November,9065932.0
2005,Asia Pacific,December,10419504.0
2005,Worldwide,January,17305948.0
2005,Worldwide,February,17222418.0
2005,Worldwide,March,20549813.0
2005,Worldwide,April,16621575.0
2005,Worldwide,May,16982507.0
2005,Worldwide,June,20270889.0
2005,Worldwide,July,16806651.0
2005,Worldwide,August,18685898.0
2005,Worldwide,September,23179234.0
2005,Worldwide,October,18308124.0
2005,Worldwide,November,19732889.0
2005,Worldwide,December,21818191.0
2006,Americas,January,3238899.0
2006,Americas,February,3749786.0
2006,Americas,March,4212716.0
2006,Americas,April,2827869.0
2006,Americas,May,3533626.0
2006,Americas,June,4266343.0
2006,Americas,July,3295264.0
2006,Americas,August,3913696.0
2006,Americas,September,4469062.0
2006,Americas,October,3589107.0
2006,Americas,November,3850752.0
2006,Americas,December,3964785.0
2006,Europe,January,2760051.0
2006,Europe,February,3072567.0
2006,Europe,March,3877369.0
2006,Europe,April,2744920.0
2006,Europe,May,3028939.0
2006,Europe,June,3693588.0
2006,Europe,July,2794976.0
2006,Europe,August,3135332.0
2006,Europe,September,4305545.0
2006,Europe,October,3188311.0
2006,Europe,November,3557426.0
2006,Europe,December,3745301.0
2006,Japan,January,3589231.0
2006,Japan,February,3611379.0
2006,Japan,March,4173269.0
2006,Japan,April,3469510.0
2006,Japan,May,3710371.0
2006,Japan,June,4160418.0
2006,Japan,July,3710054.0
2006,Japan,August,3887125.0
2006,Japan,September,4475370.0
2006,Japan,October,3934976.0
2006,Japan,November,3886403.0
2006,Japan,December,3810115.0
2006,Asia Pacific,January,7829065.0
2006,Asia Pacific,February,8157558.0
2006,Asia Pacific,March,10832046.0
2006,Asia Pacific,April,8068809.0
2006,Asia Pacific,May,8953939.0
2006,Asia Pacific,June,10884068.0
2006,Asia Pacific,July,8415451.0
2006,Asia Pacific,August,9384896.0
2006,Asia Pacific,September,12248218.0
2006,Asia Pacific,October,9376916.0
2006,Asia Pacific,November,10754375.0
2006,Asia Pacific,December,11576401.0
2006,Worldwide,January,17417246.0
2006,Worldwide,February,18591290.0
2006,Worldwide,March,23095400.0
2006,Worldwide,April,17111108.0
2006,Worldwide,May,19226875.0
2006,Worldwide,June,23004417.0
2006,Worldwide,July,18215745.0
2006,Worldwide,August,20321049.0
2006,Worldwide,September,25498195.0
2006,Worldwide,October,20089310.0
2006,Worldwide,November,22048956.0
2006,Worldwide,December,23096602.0
2007,Americas,January,3306741.0
2007,Americas,February,2968395.0
2007,Americas,March,3750347.0
2007,Americas,April,3064006.0
2007,Americas,May,3216766.0
2007,Americas,June,3648920.0
2007,Americas,July,3572380.0
2007,Americas,August,3528971.0
2007,Americas,September,4315234.0
2007,Americas,October,3731363.0
2007,Americas,November,3429061.0
2007,Americas,December,3804099.0
2007,Europe,January,3154813.0
2007,Europe,February,3121053.0
2007,Europe,March,3887879.0
2007,Europe,April,2872733.0
2007,Europe,May,3034951.0
2007,Europe,June,3710211.0
2007,Europe,July,3106570.0
2007,Europe,August,3313138.0
2007,Europe,September,4169343.0
2007,Europe,October,3347538.0
2007,Europe,November,3526770.0
2007,Europe,December,3726531.0
2007,Japan,January,3690640.0
2007,Japan,February,3551242.0
2007,Japan,March,4380541.0
2007,Japan,April,3634430.0
2007,Japan,May,3732739.0
2007,Japan,June,4157847.0
2007,Japan,July,3997890.0
2007,Japan,August,4147168.0
2007,Japan,September,4630400.0
2007,Japan,October,4316276.0
2007,Japan,November,4210933.0
2007,Japan,December,4395197.0
2007,Asia Pacific,January,9139154.0
2007,Asia Pacific,February,8391316.0
2007,Asia Pacific,March,11743325.0
2007,Asia Pacific,April,8805648.0
2007,Asia Pacific,May,8810187.0
2007,Asia Pacific,June,11216491.0
2007,Asia Pacific,July,9604650.0
2007,Asia Pacific,August,10593623.0
2007,Asia Pacific,September,12832026.0
2007,Asia Pacific,October,10150963.0
2007,Asia Pacific,November,10704182.0
2007,Asia Pacific,December,11500657.0
2007,Worldwide,January,19291348.0
2007,Worldwide,February,18032006.0
2007,Worldwide,March,23762092.0
2007,Worldwide,April,18376817.0
2007,Worldwide,May,18794643.0
2007,Worldwide,June,22733469.0
2007,Worldwide,July,20281490.0
2007,Worldwide,August,21582900.0
2007,Worldwide,September,25947003.0
2007,Worldwide,October,21546140.0
2007,Worldwide,November,21870946.0
2007,Worldwide,December,23426484.0
2008,Americas,January,3100604.0
2008,Americas,February,2877532.0
2008,Americas,March,3984607.0
2008,Americas,April,3076190.0
2008,Americas,May,3070677.0
2008,Americas,June,4060136.0
2008,Americas,July,2910958.0
2008,Americas,August,2990409.0
2008,Americas,September,3719854.0
2008,Americas,October,2908989.0
2008,Americas,November,2609885.0
2008,Americas,December,2570700.0
2008,Europe,January,3063307.0
2008,Europe,February,3132229.0
2008,Europe,March,3863534.0
2008,Europe,April,3012964.0
2008,Europe,May,3105750.0
2008,Europe,June,3987974.0
2008,Europe,July,3086103.0
2008,Europe,August,3266770.0
2008,Europe,September,4080230.0
2008,Europe,October,2912918.0
2008,Europe,November,2516643.0
2008,Europe,December,2221065.0
2008,Japan,January,3690441.0
2008,Japan,February,3822103.0
2008,Japan,March,5152161.0
2008,Japan,April,3760884.0
2008,Japan,May,3804104.0
2008,Japan,June,4281998.0
2008,Japan,July,4230796.0
2008,Japan,August,4145240.0
2008,Japan,September,4397158.0
2008,Japan,October,4144357.0
2008,Japan,November,3615144.0
2008,Japan,December,3453664.0
2008,Asia Pacific,January,9256369.0
2008,Asia Pacific,February,8667192.0
2008,Asia Pacific,March,12196335.0
2008,Asia Pacific,April,9081676.0
2008,Asia Pacific,May,10269700.0
2008,Asia Pacific,June,13189908.0
2008,Asia Pacific,July,10557193.0
2008,Asia Pacific,August,11425022.0
2008,Asia Pacific,September,14066556.0
2008,Asia Pacific,October,9413586.0
2008,Asia Pacific,November,8217419.0
2008,Asia Pacific,December,7633778.0
2008,Worldwide,January,19110721.0
2008,Worldwide,February,18499056.0
2008,Worldwide,March,25196637.0
2008,Worldwide,April,18931714.0
2008,Worldwide,May,20250231.0
2008,Worldwide,June,25520016.0
2008,Worldwide,July,20785050.0
2008,Worldwide,August,21827441.0
2008,Worldwide,September,26263798.0
2008,Worldwide,October,19379850.0
2008,Worldwide,November,16959091.0
2008,Worldwide,December,15879207.0
2009,Americas,January,2427384.0
2009,Americas,February,2331771.0
2009,Americas,March,2966882.0
2009,Americas,April,2646156.0
2009,Americas,May,2757266.0
2009,Americas,June,3431831.0
2009,Americas,July,3137376.0
2009,Americas,August,3301314.0
2009,Americas,September,4019742.0
2009,Americas,October,3714890.0
2009,Americas,November,3924271.0
2009,Americas,December,3860935.0
2009,Europe,January,2058728.0
2009,Europe,February,2043423.0
2009,Europe,March,2415081.0
2009,Europe,April,2048610.0
2009,Europe,May,2115748.0
2009,Europe,June,2494004.0
2009,Europe,July,2382320.0
2009,Europe,August,2364238.0
2009,Europe,September,3111201.0
2009,Europe,October,2950902.0
2009,Europe,November,2997667.0
2009,Europe,December,2883181.0
2009,Japan,January,2610058.0
2009,Japan,February,2269423.0
2009,Japan,March,2659884.0
2009,Japan,April,2766939.0
2009,Japan,May,2863005.0
2009,Japan,June,3382533.0
2009,Japan,July,3470460.0
2009,Japan,August,3267101.0
2009,Japan,September,4171677.0
2009,Japan,October,3807165.0
2009,Japan,November,3551632.0
2009,Japan,December,3480139.0
2009,Asia Pacific,January,5918868.0
2009,Asia Pacific,February,6797439.0
2009,Asia Pacific,March,9198839.0
2009,Asia Pacific,April,8891834.0
2009,Asia Pacific,May,8773281.0
2009,Asia Pacific,June,10277822.0
2009,Asia Pacific,July,10184808.0
2009,Asia Pacific,August,10449917.0
2009,Asia Pacific,September,13021470.0
2009,Asia Pacific,October,11707929.0
2009,Asia Pacific,November,11153337.0
2009,Asia Pacific,December,13252885.0
2009,Worldwide,January,13015038.0
2009,Worldwide,February,13442056.0
2009,Worldwide,March,17240686.0
2009,Worldwide,April,16353539.0
2009,Worldwide,May,16509300.0
2009,Worldwide,June,19586190.0
2009,Worldwide,July,19174964.0
2009,Worldwide,August,19382570.0
2009,Worldwide,September,24324090.0
2009,Worldwide,October,22180886.0
2009,Worldwide,November,21626907.0
2009,Worldwide,December,23477140.0
2010,Americas,January,3551756.0
2010,Americas,February,3677112.0
2010,Americas,March,4671398.0
2010,Americas,April,3983738.0
2010,Americas,May,4482195.0
2010,Americas,June,5224489.0
2010,Americas,July,4482542.0
2010,Americas,August,4749066.0
2010,Americas,September,5135133.0
2010,Americas,October,4485400.0
2010,Americas,November,4494515.0
2010,Americas,December,4738005.0
2010,Europe,January,2903466.0
2010,Europe,February,2827244.0
2010,Europe,March,3468082.0
2010,Europe,April,2921673.0
2010,Europe,May,2983503.0
2010,Europe,June,3346649.0
2010,Europe,July,3000910.0
2010,Europe,August,3009367.0
2010,Europe,September,3688415.0
2010,Europe,October,3322437.0
2010,Europe,November,3245440.0
2010,Europe,December,3336607.0
2010,Japan,January,3445584.0
2010,Japan,February,3466880.0
2010,Japan,March,3938402.0
2010,Japan,April,3622303.0
2010,Japan,May,3567561.0
2010,Japan,June,4056266.0
2010,Japan,July,3974414.0
2010,Japan,August,4054234.0
2010,Japan,September,4534197.0
2010,Japan,October,4010288.0
2010,Japan,November,3932415.0
2010,Japan,December,3958218.0
2010,Asia Pacific,January,12171535.0
2010,Asia Pacific,February,11035895.0
2010,Asia Pacific,March,14640439.0
2010,Asia Pacific,April,12955575.0
2010,Asia Pacific,May,12869510.0
2010,Asia Pacific,June,14414553.0
2010,Asia Pacific,July,12971586.0
2010,Asia Pacific,August,13508303.0
2010,Asia Pacific,September,15519120.0
2010,Asia Pacific,October,12585120.0
2010,Asia Pacific,November,12829391.0
2010,Asia Pacific,December,14524184.0
2010,Worldwide,January,22072341.0
2010,Worldwide,February,21007131.0
2010,Worldwide,March,26718321.0
2010,Worldwide,April,23483289.0
2010,Worldwide,May,23902769.0
2010,Worldwide,June,27041957.0
2010,Worldwide,July,24429452.0
2010,Worldwide,August,25320970.0
2010,Worldwide,September,28876865.0
2010,Worldwide,October,24403245.0
2010,Worldwide,November,24501761.0
2010,Worldwide,December,26557014.0
2011,Americas,January,4836916.0
2011,Americas,February,4262842.0
2011,Americas,March,5083462.0
2011,Americas,April,4398007.0
2011,Americas,May,4403388.0
2011,Americas,June,5300690.0
2011,Americas,July,4201157.0
2011,Americas,August,4235088.0
2011,Americas,September,5391839.0
2011,Americas,October,4377263.0
2011,Americas,November,3986315.0
2011,Americas,December,4720447.0
2011,Europe,January,3312201.0
2011,Europe,February,3089922.0
2011,Europe,March,3624106.0
2011,Europe,April,3173005.0
2011,Europe,May,3070730.0
2011,Europe,June,3385153.0
2011,Europe,July,2938273.0
2011,Europe,August,2881078.0
2011,Europe,September,3580930.0
2011,Europe,October,2783543.0
2011,Europe,November,2714566.0
2011,Europe,December,2837628.0
2011,Japan,January,3502052.0
2011,Japan,February,3336209.0
2011,Japan,March,3987004.0
2011,Japan,April,2924444.0
2011,Japan,May,3107417.0
2011,Japan,June,3880361.0
2011,Japan,July,3414402.0
2011,Japan,August,3639282.0
2011,Japan,September,4337420.0
2011,Japan,October,3670125.0
2011,Japan,November,3446524.0
2011,Japan,December,3657350.0
2011,Asia Pacific,January,13521958.0
2011,Asia Pacific,February,11612881.0
2011,Asia Pacific,March,15765605.0
2011,Asia Pacific,April,13094683.0
2011,Asia Pacific,May,13092604.0
2011,Asia Pacific,June,14828599.0
2011,Asia Pacific,July,12961345.0
2011,Asia Pacific,August,13647523.0
2011,Asia Pacific,September,16201166.0
2011,Asia Pacific,October,12670308.0
2011,Asia Pacific,November,12497128.0
2011,Asia Pacific,December,14136399.0
2011,Worldwide,January,25173127.0
2011,Worldwide,February,22301854.0
2011,Worldwide,March,28460177.0
2011,Worldwide,April,23590139.0
2011,Worldwide,May,23674139.0
2011,Worldwide,June,27394803.0
2011,Worldwide,July,23515177.0
2011,Worldwide,August,24402971.0
2011,Worldwide,September,29511355.0
2011,Worldwide,October,23501239.0
2011,Worldwide,November,22644533.0
2011,Worldwide,December,25351824.0
2012,Americas,January,4251913.0
2012,Americas,February,4253697.0
2012,Americas,March,4852072.0
2012,Americas,April,4565408.0
2012,Americas,May,3995239.0
2012,Americas,June,4355960.0
2012,Americas,July,4042116.0
2012,Americas,August,4125300.0
2012,Americas,September,5082619.0
2012,Americas,October,5117070.0
2012,Americas,November,4856400.0
2012,Americas,December,4861009.0
2012,Europe,January,2759232.0
2012,Europe,February,2572282.0
2012,Europe,March,3145198.0
2012,Europe,April,2736920.0
2012,Europe,May,2631170.0
2012,Europe,June,3083382.0
2012,Europe,July,2742960.0
2012,Europe,August,2474009.0
2012,Europe,September,3142371.0
2012,Europe,October,2760286.0
2012,Europe,November,2508294.0
2012,Europe,December,2606909.0
2012,Japan,January,3209526.0
2012,Japan,February,3269158.0
2012,Japan,March,3779082.0
2012,Japan,April,3081824.0
2012,Japan,May,3228228.0
2012,Japan,June,3984100.0
2012,Japan,July,3602545.0
2012,Japan,August,3332507.0
2012,Japan,September,4000959.0
2012,Japan,October,3261881.0
2012,Japan,November,2971609.0
2012,Japan,December,3334297.0
2012,Asia Pacific,January,11261449.0
2012,Asia Pacific,February,11848252.0
2012,Asia Pacific,March,14631027.0
2012,Asia Pacific,April,13446794.0
2012,Asia Pacific,May,13098689.0
2012,Asia Pacific,June,14885837.0
2012,Asia Pacific,July,13221948.0
2012,Asia Pacific,August,13107343.0
2012,Asia Pacific,September,15555596.0
2012,Asia Pacific,October,13751063.0
2012,Asia Pacific,November,13525470.0
2012,Asia Pacific,December,14651116.0
2012,Worldwide,January,21482120.0
2012,Worldwide,February,21943389.0
2012,Worldwide,March,26407379.0
2012,Worldwide,April,23830946.0
2012,Worldwide,May,22953326.0
2012,Worldwide,June,26309279.0
2012,Worldwide,July,23609569.0
2012,Worldwide,August,23039159.0
2012,Worldwide,September,27781545.0
2012,Worldwide,October,24890300.0
2012,Worldwide,November,23861773.0
2012,Worldwide,December,25453331.0
2013,Americas,January,4588684.0
2013,Americas,February,3964858.0
2013,Americas,March,4605110.0
2013,Americas,April,4504559.0
2013,Americas,May,4695936.0
2013,Americas,June,5088799.0
2013,Americas,July,5276950.0
2013,Americas,August,5203487.0
2013,Americas,September,6168151.0
2013,Americas,October,5769260.0
2013,Americas,November,5686117.0
2013,Americas,December,5943590.0
2013,Europe,January,2855280.0
2013,Europe,February,2612810.0
2013,Europe,March,3069280.0
2013,Europe,April,2806498.0
2013,Europe,May,2638952.0
2013,Europe,June,3075646.0
2013,Europe,July,2833259.0
2013,Europe,August,2829476.0
2013,Europe,September,3287816.0
2013,Europe,October,3029350.0
2013,Europe,November,2915040.0
2013,Europe,December,2929997.0
2013,Japan,January,2691754.0
2013,Japan,February,2518569.0
2013,Japan,March,3202688.0
2013,Japan,April,2446457.0
2013,Japan,May,2585201.0
2013,Japan,June,3127348.0
2013,Japan,July,3089942.0
2013,Japan,August,2921348.0
2013,Japan,September,3432340.0
2013,Japan,October,2965895.0
2013,Japan,November,2821297.0
2013,Japan,December,2992425.0
2013,Asia Pacific,January,12992692.0
2013,Asia Pacific,February,12007921.0
2013,Asia Pacific,March,15339677.0
2013,Asia Pacific,April,13789775.0
2013,Asia Pacific,May,14391376.0
2013,Asia Pacific,June,15494377.0
2013,Asia Pacific,July,14299285.0
2013,Asia Pacific,August,14710256.0
2013,Asia Pacific,September,16499559.0
2013,Asia Pacific,October,14443779.0
2013,Asia Pacific,November,14548986.0
2013,Asia Pacific,December,15892012.0
2013,Worldwide,January,23128410.0
2013,Worldwide,February,21104158.0
2013,Worldwide,March,26216755.0
2013,Worldwide,April,23547289.0
2013,Worldwide,May,24311465.0
2013,Worldwide,June,26786170.0
2013,Worldwide,July,25499436.0
2013,Worldwide,August,25664567.0
2013,Worldwide,September,29387866.0
2013,Worldwide,October,26208284.0
2013,Worldwide,November,25971440.0
2013,Worldwide,December,27758024.0
2014,Americas,January,5147459.0
2014,Americas,February,4863549.0
2014,Americas,March,5229275.0
2014,Americas,April,4903629.0
2014,Americas,May,5012949.0
2014,Americas,June,5803857.0
2014,Americas,July,5597133.0
2014,Americas,August,5926494.0
2014,Americas,September,6650011.0
2014,Americas,October,6654691.0
2014,Americas,November,6282068.0
2014,Americas,December,7252719.0
2014,Europe,January,3006428.0
2014,Europe,February,2938778.0
2014,Europe,March,3289521.0
2014,Europe,April,2954300.0
2014,Europe,May,3106549.0
2014,Europe,June,3517028.0
2014,Europe,July,3104611.0
2014,Europe,August,3029255.0
2014,Europe,September,3495327.0
2014,Europe,October,3094637.0
2014,Europe,November,2983455.0
2014,Europe,December,2939012.0
2014,Japan,January,2716687.0
2014,Japan,February,2712476.0
2014,Japan,March,3010751.0
2014,Japan,April,2805809.0
2014,Japan,May,2815175.0
2014,Japan,June,3284760.0
2014,Japan,July,3017027.0
2014,Japan,August,2909083.0
2014,Japan,September,3166328.0
2014,Japan,October,2962455.0
2014,Japan,November,2664856.0
2014,Japan,December,2764945.0
2014,Asia Pacific,January,14161499.0
2014,Asia Pacific,February,14827733.0
2014,Asia Pacific,March,16540479.0
2014,Asia Pacific,April,14931593.0
2014,Asia Pacific,May,15889112.0
2014,Asia Pacific,June,17297567.0
2014,Asia Pacific,July,15942850.0
2014,Asia Pacific,August,16348810.0
2014,Asia Pacific,September,18512281.0
2014,Asia Pacific,October,16302073.0
2014,Asia Pacific,November,16553730.0
2014,Asia Pacific,December,16922103.0
2014,Worldwide,January,25032073.0
2014,Worldwide,February,25342536.0
2014,Worldwide,March,28070026.0
2014,Worldwide,April,25595331.0
2014,Worldwide,May,26823785.0
2014,Worldwide,June,29903212.0
2014,Worldwide,July,27661621.0
2014,Worldwide,August,28213642.0
2014,Worldwide,September,31823947.0
