year,company,country_iso3_x,process_node_nm,fab_type,monthly_wafer_capacity,fab_started_year,company_name,ticker,country_iso3_y,segment,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn
2021,Samsung Memory,KOR,14,memory_DRAM,863016,2018,Samsung Memory,005930,KOR,idm_memory,69.3,41.4,28.7,6.93,24.26
2022,Samsung Memory,KOR,14,memory_DRAM,787830,2018,Samsung Memory,005930,KOR,idm_memory,75.7,33.1,25.09,7.57,26.5
2023,Samsung Memory,KOR,14,memory_DRAM,776619,2018,Samsung Memory,005930,KOR,idm_memory,50.38,23.3,11.75,5.04,17.63
2024,Samsung Memory,KOR,14,memory_DRAM,787083,2018,Samsung Memory,005930,KOR,idm_memory,74.79,26.8,20.06,7.48,26.18
2025,Samsung Memory,KOR,14,memory_DRAM,861691,2018,Samsung Memory,005930,KOR,idm_memory,83.84,25.4,21.3,8.38,29.34
2026,Samsung Memory,KOR,14,memory_DRAM,875382,2018,Samsung Memory,005930,KOR,idm_memory,94.46,19.3,18.28,9.45,33.06
2024,Samsung Memory,USA,17,memory_DRAM,0,2024,Samsung Memory,005930,KOR,idm_memory,74.79,26.8,20.06,7.48,26.18
2025,Samsung Memory,USA,17,memory_DRAM,112992,2024,Samsung Memory,005930,KOR,idm_memory,83.84,25.4,21.3,8.38,29.34
2026,Samsung Memory,USA,17,memory_DRAM,109373,2024,Samsung Memory,005930,KOR,idm_memory,94.46,19.3,18.28,9.45,33.06
2019,SK Hynix,KOR,14,memory_DRAM,0,2019,SK Hynix,000660,KOR,idm_memory,32.3,33.3,10.74,3.23,11.31
2020,SK Hynix,KOR,14,memory_DRAM,200909,2019,SK Hynix,000660,KOR,idm_memory,27.17,32.8,8.9,2.72,9.51
2021,SK Hynix,KOR,14,memory_DRAM,437348,2019,SK Hynix,000660,KOR,idm_memory,30.7,38.6,11.86,3.07,10.75
2022,SK Hynix,KOR,14,memory_DRAM,610815,2019,SK Hynix,000660,KOR,idm_memory,34.69,44.5,15.42,3.47,12.14
2023,SK Hynix,KOR,14,memory_DRAM,629595,2019,SK Hynix,000660,KOR,idm_memory,25.33,22.2,5.63,2.53,8.86
2024,SK Hynix,KOR,14,memory_DRAM,578650,2019,SK Hynix,000660,KOR,idm_memory,51.53,28.8,14.84,5.15,18.04
2025,SK Hynix,KOR,14,memory_DRAM,603672,2019,SK Hynix,000660,KOR,idm_memory,59.99,24.7,14.8,6.0,21.0
2026,SK Hynix,KOR,14,memory_DRAM,675345,2019,SK Hynix,000660,KOR,idm_memory,71.31,17.3,12.37,7.13,24.96
2026,SK Hynix,USA,12,memory_HBM_packaging,69344,2026,SK Hynix,000660,KOR,idm_memory,71.31,17.3,12.37,7.13,24.96
2020,Micron,USA,14,memory_DRAM,0,2020,Micron,MU,USA,idm_memory,20.26,38.0,7.69,2.03,7.09
2021,Micron,USA,14,memory_DRAM,93770,2020,Micron,MU,USA,idm_memory,24.59,35.5,8.73,2.46,8.61
2022,Micron,USA,14,memory_DRAM,186849,2020,Micron,MU,USA,idm_memory,32.09,41.3,13.26,3.21,11.23
2023,Micron,USA,14,memory_DRAM,279338,2020,Micron,MU,USA,idm_memory,15.17,20.6,3.13,1.52,5.31
2024,Micron,USA,14,memory_DRAM,274623,2020,Micron,MU,USA,idm_memory,22.96,28.4,6.52,2.3,8.04
2025,Micron,USA,14,memory_DRAM,316729,2020,Micron,MU,USA,idm_memory,33.93,25.4,8.63,3.39,11.87
2026,Micron,USA,14,memory_DRAM,349095,2020,Micron,MU,USA,idm_memory,37.37,19.8,7.38,3.74,13.08
2018,Micron,TWN,14,memory_DRAM,0,2018,Micron,MU,USA,idm_memory,30.14,32.2,9.71,3.01,10.55
2019,Micron,TWN,14,memory_DRAM,59542,2018,Micron,MU,USA,idm_memory,25.66,38.6,9.9,2.57,8.98
2020,Micron,TWN,14,memory_DRAM,132067,2018,Micron,MU,USA,idm_memory,20.26,38.0,7.69,2.03,7.09
2021,Micron,TWN,14,memory_DRAM,198378,2018,Micron,MU,USA,idm_memory,24.59,35.5,8.73,2.46,8.61
2022,Micron,TWN,14,memory_DRAM,222097,2018,Micron,MU,USA,idm_memory,32.09,41.3,13.26,3.21,11.23
2023,Micron,TWN,14,memory_DRAM,185946,2018,Micron,MU,USA,idm_memory,15.17,20.6,3.13,1.52,5.31
2024,Micron,TWN,14,memory_DRAM,196131,2018,Micron,MU,USA,idm_memory,22.96,28.4,6.52,2.3,8.04
2025,Micron,TWN,14,memory_DRAM,228697,2018,Micron,MU,USA,idm_memory,33.93,25.4,8.63,3.39,11.87
2026,Micron,TWN,14,memory_DRAM,225005,2018,Micron,MU,USA,idm_memory,37.37,19.8,7.38,3.74,13.08
2026,Micron,USA,12,memory_DRAM,56571,2026,Micron,MU,USA,idm_memory,37.37,19.8,7.38,3.74,13.08
2020,Yangtze Memory (YMTC),CHN,14,memory_NAND,0,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,1.23,42.7,0.52,0.12,0.43
2021,Yangtze Memory (YMTC),CHN,14,memory_NAND,67775,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,2.1,41.5,0.87,0.21,0.73
2022,Yangtze Memory (YMTC),CHN,14,memory_NAND,138619,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,4.12,42.4,1.74,0.41,1.44
2023,Yangtze Memory (YMTC),CHN,14,memory_NAND,192066,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,5.17,27.0,1.4,0.52,1.81
2024,Yangtze Memory (YMTC),CHN,14,memory_NAND,208976,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,6.62,31.6,2.09,0.66,2.32
2025,Yangtze Memory (YMTC),CHN,14,memory_NAND,196067,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,7.5,26.2,1.97,0.75,2.62
2026,Yangtze Memory (YMTC),CHN,14,memory_NAND,223641,2020,Yangtze Memory (YMTC),YMTC,CHN,idm_memory,8.64,16.0,1.38,0.86,3.02
2020,ChangXin Memory (CXMT),CHN,14,memory_DRAM,0,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,1.45,38.3,0.55,0.14,0.51
2021,ChangXin Memory (CXMT),CHN,14,memory_DRAM,38786,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,2.26,40.2,0.91,0.23,0.79
2022,ChangXin Memory (CXMT),CHN,14,memory_DRAM,79909,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,3.1,37.6,1.17,0.31,1.09
2023,ChangXin Memory (CXMT),CHN,14,memory_DRAM,116322,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,4.04,22.2,0.9,0.4,1.41
2024,ChangXin Memory (CXMT),CHN,14,memory_DRAM,113739,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,5.07,30.0,1.52,0.51,1.77
2025,ChangXin Memory (CXMT),CHN,14,memory_DRAM,123791,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,5.87,23.4,1.37,0.59,2.05
2026,ChangXin Memory (CXMT),CHN,14,memory_DRAM,124911,2020,ChangXin Memory (CXMT),CXMT,CHN,idm_memory,6.96,17.6,1.22,0.7,2.44
2018,Infineon,DEU,65,logic_mature,0,2018,Infineon,IFX,DEU,idm_automotive,8.08,18.7,1.51,0.97,1.21
2019,Infineon,DEU,65,logic_mature,15735,2018,Infineon,IFX,DEU,idm_automotive,8.57,22.4,1.92,1.03,1.28
2020,Infineon,DEU,65,logic_mature,34541,2018,Infineon,IFX,DEU,idm_automotive,9.07,14.7,1.33,1.09,1.36
2021,Infineon,DEU,65,logic_mature,47131,2018,Infineon,IFX,DEU,idm_automotive,11.78,18.3,2.15,1.41,1.77
2022,Infineon,DEU,65,logic_mature,48604,2018,Infineon,IFX,DEU,idm_automotive,14.75,18.1,2.67,1.77,2.21
2023,Infineon,DEU,65,logic_mature,48462,2018,Infineon,IFX,DEU,idm_automotive,16.68,11.6,1.94,2.0,2.5
2024,Infineon,DEU,65,logic_mature,53425,2018,Infineon,IFX,DEU,idm_automotive,15.35,21.3,3.28,1.84,2.3
2025,Infineon,DEU,65,logic_mature,53374,2018,Infineon,IFX,DEU,idm_automotive,15.69,21.6,3.39,1.88,2.35
2026,Infineon,DEU,65,logic_mature,54420,2018,Infineon,IFX,DEU,idm_automotive,17.45,20.7,3.61,2.09,2.62
2022,Infineon,DEU,65,logic_mature_300mm,0,2022,Infineon,IFX,DEU,idm_automotive,14.75,18.1,2.67,1.77,2.21
2023,Infineon,DEU,65,logic_mature_300mm,24000,2022,Infineon,IFX,DEU,idm_automotive,16.68,11.6,1.94,2.0,2.5
2024,Infineon,DEU,65,logic_mature_300mm,53218,2022,Infineon,IFX,DEU,idm_automotive,15.35,21.3,3.28,1.84,2.3
2025,Infineon,DEU,65,logic_mature_300mm,92822,2022,Infineon,IFX,DEU,idm_automotive,15.69,21.6,3.39,1.88,2.35
2026,Infineon,DEU,65,logic_mature_300mm,88584,2022,Infineon,IFX,DEU,idm_automotive,17.45,20.7,3.61,2.09,2.62
2017,STMicroelectronics,ITA,65,logic_mature,0,2017,STMicroelectronics,STM,EUR,idm_diversified,8.63,24.1,2.08,1.04,0.86
2018,STMicroelectronics,ITA,65,logic_mature,20555,2017,STMicroelectronics,STM,EUR,idm_diversified,9.3,12.8,1.19,1.12,0.93
2019,STMicroelectronics,ITA,65,logic_mature,41831,2017,STMicroelectronics,STM,EUR,idm_diversified,10.39,27.6,2.87,1.25,1.04
2020,STMicroelectronics,ITA,65,logic_mature,54297,2017,STMicroelectronics,STM,EUR,idm_diversified,10.08,14.2,1.43,1.21,1.01
2021,STMicroelectronics,ITA,65,logic_mature,55159,2017,STMicroelectronics,STM,EUR,idm_diversified,13.03,19.1,2.49,1.56,1.3
2022,STMicroelectronics,ITA,65,logic_mature,60634,2017,STMicroelectronics,STM,EUR,idm_diversified,16.01,16.7,2.67,1.92,1.6
2023,STMicroelectronics,ITA,65,logic_mature,57893,2017,STMicroelectronics,STM,EUR,idm_diversified,17.6,21.6,3.8,2.11,1.76
2024,STMicroelectronics,ITA,65,logic_mature,64068,2017,STMicroelectronics,STM,EUR,idm_diversified,12.72,22.1,2.81,1.53,1.27
2025,STMicroelectronics,ITA,65,logic_mature,62014,2017,STMicroelectronics,STM,EUR,idm_diversified,15.85,20.5,3.25,1.9,1.58
2026,STMicroelectronics,ITA,65,logic_mature,59915,2017,STMicroelectronics,STM,EUR,idm_diversified,16.33,19.6,3.2,1.96,1.63
2015,NXP Semiconductors,NLD,90,logic_mature,0,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,5.94,20.5,1.22,0.71,0.89
2016,NXP Semiconductors,NLD,90,logic_mature,11620,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,7.47,19.0,1.42,0.9,1.12
2017,NXP Semiconductors,NLD,90,logic_mature,26356,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,7.89,19.9,1.57,0.95,1.18
2018,NXP Semiconductors,NLD,90,logic_mature,39625,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,9.15,19.0,1.74,1.1,1.37
2019,NXP Semiconductors,NLD,90,logic_mature,39160,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,8.98,14.9,1.34,1.08,1.35
2020,NXP Semiconductors,NLD,90,logic_mature,42217,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,8.19,21.4,1.76,0.98,1.23
2021,NXP Semiconductors,NLD,90,logic_mature,42470,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,10.73,12.3,1.32,1.29,1.61
2022,NXP Semiconductors,NLD,90,logic_mature,39660,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,13.51,20.8,2.81,1.62,2.03
2023,NXP Semiconductors,NLD,90,logic_mature,35950,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,13.02,6.0,0.79,1.56,1.95
2024,NXP Semiconductors,NLD,90,logic_mature,41253,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,12.92,21.0,2.72,1.55,1.94
2025,NXP Semiconductors,NLD,90,logic_mature,43182,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,15.09,21.3,3.21,1.81,2.26
2026,NXP Semiconductors,NLD,90,logic_mature,44685,2015,NXP Semiconductors,NXPI,NLD,idm_automotive,15.68,19.5,3.06,1.88,2.35
2019,Renesas,JPN,40,logic_mature,0,2019,Renesas,6723,JPN,idm_automotive,6.62,19.4,1.28,0.79,0.99
2020,Renesas,JPN,40,logic_mature,15723,2019,Renesas,6723,JPN,idm_automotive,6.82,19.3,1.31,0.82,1.02
2021,Renesas,JPN,40,logic_mature,36855,2019,Renesas,6723,JPN,idm_automotive,8.53,19.8,1.69,1.02,1.28
2022,Renesas,JPN,40,logic_mature,47658,2019,Renesas,6723,JPN,idm_automotive,11.35,17.1,1.94,1.36,1.7
2023,Renesas,JPN,40,logic_mature,51908,2019,Renesas,6723,JPN,idm_automotive,10.31,11.7,1.2,1.24,1.55
2024,Renesas,JPN,40,logic_mature,45954,2019,Renesas,6723,JPN,idm_automotive,9.34,21.9,2.05,1.12,1.4
2025,Renesas,JPN,40,logic_mature,50113,2019,Renesas,6723,JPN,idm_automotive,10.45,22.1,2.31,1.25,1.57
2026,Renesas,JPN,40,logic_mature,59332,2019,Renesas,6723,JPN,idm_automotive,11.15,20.0,2.23,1.34,1.67
2020,Hua Hong,CHN,28,logic_mature,0,2020,Hua Hong,1347,CHN,foundry,0.97,38.8,0.38,0.08,0.44
2021,Hua Hong,CHN,28,logic_mature,24334,2020,Hua Hong,1347,CHN,foundry,1.78,43.1,0.77,0.14,0.8
2022,Hua Hong,CHN,28,logic_mature,47222,2020,Hua Hong,1347,CHN,foundry,2.51,42.9,1.08,0.2,1.13
2023,Hua Hong,CHN,28,logic_mature,69633,2020,Hua Hong,1347,CHN,foundry,2.32,38.3,0.89,0.19,1.04
2024,Hua Hong,CHN,28,logic_mature,74939,2020,Hua Hong,1347,CHN,foundry,1.94,40.3,0.78,0.16,0.87
2025,Hua Hong,CHN,28,logic_mature,72635,2020,Hua Hong,1347,CHN,foundry,2.2,44.4,0.98,0.18,0.99
2026,Hua Hong,CHN,28,logic_mature,70440,2020,Hua Hong,1347,CHN,foundry,2.32,35.7,0.83,0.19,1.05
