year,company,country_iso3,process_node_nm,fab_type,monthly_wafer_capacity,fab_started_year,ticker,segment,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,ai_chip_launches,total_ai_shipments,total_ai_revenue_m,avg_memory_gb,avg_fp16_tflops,avg_tdp,avg_chip_price,highest_chip_price,lowest_chip_price,export_control_events,avg_severity_score,us_actions,china_actions,netherlands_actions,worldwide_sales,average_monthly_sales,max_monthly_sales,fab_age,rd_ratio,capex_ratio,operating_income_ratio,ai_revenue_per_chip,sales_per_launch,price_spread,company_fab_age_ratio,shipments_per_launch,revenue_per_ai_launch,profit_margin,performance_score,performance_per_watt,price_index,price_volatility,export_risk_score,geo_risk,innovation_score,investment_score,ai_market_score,sales_variation,growth_potential
2023,TSMC,TWN,28,logic_mature,197831,2011,TSM,foundry,70.42,41.1,28.94,5.63,31.69,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,12,0.07994887702429881,0.4500141941207868,0.4109627888247261,0.02382314985687605,65860678.125,35638.630000000005,0.005928853754940711,61943.625,1475.69375,41.1,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,119.92331553644821,18.495583378364337,411.23959679999996,34055221.5,3.5978129464951722
2024,TSMC,TWN,28,logic_mature,212299,2011,TSM,foundry,88.89,41.3,36.71,7.11,40.0,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,13,0.07998649926891102,0.44999437000793824,0.4129823330747853,0.02239364540645341,46707304.14814815,42122.17999999999,0.006419753086419753,181631.1851851852,4067.385185185185,41.3,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,207.96489809916866,18.584767481327848,3946.244874,40292534.13333333,3.5993474347654026
2025,TSMC,TWN,28,logic_mature,188401,2011,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,14,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.006910167818361303,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,TWN,28,logic_mature,198923,2011,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,15,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.00740009866798224,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2024,TSMC,USA,5,logic_leading,0,2024,TSM,foundry,88.89,41.3,36.71,7.11,40.0,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,0,0.07998649926891102,0.44999437000793824,0.4129823330747853,0.02239364540645341,46707304.14814815,42122.17999999999,0.0,181631.1851851852,4067.385185185185,41.3,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,207.96489809916866,18.584767481327848,3946.244874,40292534.13333333,3.5993474347654026
2025,TSMC,USA,5,logic_leading,42127,2024,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,1,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.0004935834155972359,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,USA,5,logic_leading,44554,2024,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,2,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.000986679822397632,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2026,TSMC,USA,4,logic_leading,30882,2026,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,0,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.0,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2024,TSMC,JPN,28,logic_mature,0,2024,TSM,foundry,88.89,41.3,36.71,7.11,40.0,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,0,0.07998649926891102,0.44999437000793824,0.4129823330747853,0.02239364540645341,46707304.14814815,42122.17999999999,0.0,181631.1851851852,4067.385185185185,41.3,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,207.96489809916866,18.584767481327848,3946.244874,40292534.13333333,3.5993474347654026
2025,TSMC,JPN,28,logic_mature,58031,2024,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,1,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.0004935834155972359,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,JPN,28,logic_mature,57313,2024,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,2,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.000986679822397632,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2026,TSMC,DEU,28,logic_mature,22187,2026,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,0,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.0,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2022,Samsung Foundry,KOR,3,logic_leading,0,2022,005930,foundry,18.03,42.9,7.73,1.44,8.11,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,0,0.07986688408946842,0.4498058541427701,0.42872987084138264,0.014999507243520253,127574265.33333333,276.4,0.0,16911.555555555555,253.66666666666666,42.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.893507271574734,19.296671142724836,36.0533225,35413084.2,3.5924592015584955
2023,Samsung Foundry,KOR,3,logic_leading,26145,2022,005930,foundry,12.36,39.0,4.82,0.99,5.56,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,1,0.08009708089829444,0.44983815130759297,0.38996760598967595,0.02382314985687605,65860678.125,35638.630000000005,0.0004940711462450593,61943.625,1475.69375,39.0,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,120.14562134744166,17.543687900996126,411.23959679999996,34055221.5,3.603072279642349
2024,Samsung Foundry,KOR,3,logic_leading,47947,2022,005930,foundry,18.09,41.8,7.55,1.45,8.14,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,2,0.08015477721643022,0.449972335546029,0.417357633092447,0.02239364540645341,46707304.14814815,42122.17999999999,0.0009876543209876543,181631.1851851852,4067.385185185185,41.8,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,208.40242076271855,18.80884362582401,3946.244874,40292534.13333333,3.606743230924874
2025,Samsung Foundry,KOR,3,logic_leading,85089,2022,005930,foundry,20.43,42.4,8.66,1.63,9.19,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,3,0.07978462654015532,0.4498286612908144,0.42388642075935284,0.023069655150207948,51331632.58064516,37947.63,0.0014807502467917078,157290.51612903227,3628.6387096774192,42.4,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.35387962046596,19.07273523873053,4523.633299733333,58826933.5,3.5889411748145648
2026,Samsung Foundry,KOR,3,logic_leading,91799,2022,005930,foundry,21.77,38.6,8.41,1.74,9.8,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,4,0.07992650069239776,0.45016075102614833,0.38631142001325586,0.024081646558229298,35107101.741935484,33554.240000000005,0.001973359644795264,94688.19354838709,2280.248387096774,38.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.77950207719329,17.376204989609327,2723.2071962666664,88404922.84,3.597977357858174
2020,Samsung Foundry,KOR,5,logic_leading,0,2020,005930,foundry,14.49,38.1,5.52,1.16,6.52,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,0,0.08005520496513423,0.4499654623902372,0.3809523546616732,0.014999875021871173,176155743.2,2.1100000000000003,0.0,8001.2,120.02000000000001,38.1,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,32.02208198605369,17.143684117068037,7.9111865,27076721.733333334,3.6022077318881838
2021,Samsung Foundry,KOR,5,logic_leading,29024,2020,005930,foundry,16.46,44.5,7.32,1.32,7.41,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,1,0.08019440582050998,0.4501822326742264,0.44471443227737345,0.014999569555111295,138973128.5,2.1699999999999995,0.0004945598417408506,26135.625,392.02500000000003,44.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.13608407435699,20.033109354003074,50.92713214285714,34393693.53333333,3.610209666026016
2022,Samsung Foundry,KOR,5,logic_leading,56626,2020,005930,foundry,18.03,42.9,7.73,1.44,8.11,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,2,0.07986688408946842,0.4498058541427701,0.42872987084138264,0.014999507243520253,127574265.33333333,276.4,0.0009886307464162135,16911.555555555555,253.66666666666666,42.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.893507271574734,19.296671142724836,36.0533225,35413084.2,3.5924592015584955
2023,Samsung Foundry,KOR,5,logic_leading,85759,2020,005930,foundry,12.36,39.0,4.82,0.99,5.56,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,3,0.08009708089829444,0.44983815130759297,0.38996760598967595,0.02382314985687605,65860678.125,35638.630000000005,0.0014822134387351778,61943.625,1475.69375,39.0,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,120.14562134744166,17.543687900996126,411.23959679999996,34055221.5,3.603072279642349
2024,Samsung Foundry,KOR,5,logic_leading,90240,2020,005930,foundry,18.09,41.8,7.55,1.45,8.14,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,4,0.08015477721643022,0.449972335546029,0.417357633092447,0.02239364540645341,46707304.14814815,42122.17999999999,0.0019753086419753087,181631.1851851852,4067.385185185185,41.8,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,208.40242076271855,18.80884362582401,3946.244874,40292534.13333333,3.606743230924874
2025,Samsung Foundry,KOR,5,logic_leading,85147,2020,005930,foundry,20.43,42.4,8.66,1.63,9.19,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,5,0.07978462654015532,0.4498286612908144,0.42388642075935284,0.023069655150207948,51331632.58064516,37947.63,0.0024679170779861796,157290.51612903227,3628.6387096774192,42.4,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.35387962046596,19.07273523873053,4523.633299733333,58826933.5,3.5889411748145648
2026,Samsung Foundry,KOR,5,logic_leading,102087,2020,005930,foundry,21.77,38.6,8.41,1.74,9.8,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,6,0.07992650069239776,0.45016075102614833,0.38631142001325586,0.024081646558229298,35107101.741935484,33554.240000000005,0.0029600394671928957,94688.19354838709,2280.248387096774,38.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.77950207719329,17.376204989609327,2723.2071962666664,88404922.84,3.597977357858174
2018,Samsung Foundry,KOR,7,logic_leading,0,2018,005930,foundry,12.1,41.9,5.07,0.97,5.45,0.0,0.0,0.0,0.0,0.0,0.0,6.297499999999999,8.43,4.13,1.0,5.0,1.0,0.0,0.0,937556570.0,15625942.833333334,44840672.0,0,0.08016528263096838,0.45041318591626567,0.41900822983403063,0.0,937556570.0,4.3,0.0,0.0,0.0,41.9,0.0,0.0,0.6678154825026511,0.5892428914011648,5.0,6.0,0.0,18.87231248989153,0.0,29214729.166666664,3.6107500349692345
2019,Samsung Foundry,KOR,7,logic_leading,32917,2018,005930,foundry,12.78,39.0,4.99,1.02,5.75,0.0,0.0,0.0,0.0,0.0,0.0,4.458333333333333,6.97,2.85,2.0,6.0,2.0,0.0,0.0,824613952.0,13743565.866666667,38651660.0,1,0.07981220032768387,0.44992171753351196,0.3904538035638652,0.0,824613952.0,4.119999999999999,0.0004950495049504951,0.0,0.0,39.0,0.0,0.0,0.5593893768297783,0.7548091603053434,12.0,8.0,0.0,17.546946983806965,0.0,24908094.133333333,3.590924225156025
2020,Samsung Foundry,KOR,7,logic_leading,58889,2018,005930,foundry,14.49,38.1,5.52,1.16,6.52,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,2,0.08005520496513423,0.4499654623902372,0.3809523546616732,0.014999875021871173,176155743.2,2.1100000000000003,0.0009896091044037606,8001.2,120.02000000000001,38.1,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,32.02208198605369,17.143684117068037,7.9111865,27076721.733333334,3.6022077318881838
2021,Samsung Foundry,KOR,7,logic_leading,95139,2018,005930,foundry,16.46,44.5,7.32,1.32,7.41,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,3,0.08019440582050998,0.4501822326742264,0.44471443227737345,0.014999569555111295,138973128.5,2.1699999999999995,0.001483679525222552,26135.625,392.02500000000003,44.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.13608407435699,20.033109354003074,50.92713214285714,34393693.53333333,3.610209666026016
2022,Samsung Foundry,KOR,7,logic_leading,106358,2018,005930,foundry,18.03,42.9,7.73,1.44,8.11,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,4,0.07986688408946842,0.4498058541427701,0.42872987084138264,0.014999507243520253,127574265.33333333,276.4,0.001977261492832427,16911.555555555555,253.66666666666666,42.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.893507271574734,19.296671142724836,36.0533225,35413084.2,3.5924592015584955
2023,Samsung Foundry,KOR,7,logic_leading,87031,2018,005930,foundry,12.36,39.0,4.82,0.99,5.56,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,5,0.08009708089829444,0.44983815130759297,0.38996760598967595,0.02382314985687605,65860678.125,35638.630000000005,0.0024703557312252965,61943.625,1475.69375,39.0,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,120.14562134744166,17.543687900996126,411.23959679999996,34055221.5,3.603072279642349
2024,Samsung Foundry,KOR,7,logic_leading,98277,2018,005930,foundry,18.09,41.8,7.55,1.45,8.14,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,6,0.08015477721643022,0.449972335546029,0.417357633092447,0.02239364540645341,46707304.14814815,42122.17999999999,0.002962962962962963,181631.1851851852,4067.385185185185,41.8,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,208.40242076271855,18.80884362582401,3946.244874,40292534.13333333,3.606743230924874
2025,Samsung Foundry,KOR,7,logic_leading,98984,2018,005930,foundry,20.43,42.4,8.66,1.63,9.19,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,7,0.07978462654015532,0.4498286612908144,0.42388642075935284,0.023069655150207948,51331632.58064516,37947.63,0.0034550839091806516,157290.51612903227,3628.6387096774192,42.4,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.35387962046596,19.07273523873053,4523.633299733333,58826933.5,3.5889411748145648
2026,Samsung Foundry,KOR,7,logic_leading,114515,2018,005930,foundry,21.77,38.6,8.41,1.74,9.8,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,8,0.07992650069239776,0.45016075102614833,0.38631142001325586,0.024081646558229298,35107101.741935484,33554.240000000005,0.003946719289590528,94688.19354838709,2280.248387096774,38.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.77950207719329,17.376204989609327,2723.2071962666664,88404922.84,3.597977357858174
2015,Samsung Foundry,KOR,14,logic_mature,0,2015,005930,foundry,6.52,40.7,2.65,0.52,2.94,0.0,0.0,0.0,0.0,0.0,0.0,2.605833333333333,3.38,2.0,0.0,0.0,0.0,0.0,0.0,670335722.0,11172262.033333331,30990284.0,0,0.07975458899469494,0.4509201762392368,0.40644165545373384,0.0,670335722.0,1.38,0.0,0.0,0.0,40.7,0.0,0.0,0.5949391171993911,0.3827131962098452,0.0,0.0,0.0,18.352451172936938,0.0,19818021.96666667,3.596295332537574
2016,Samsung Foundry,KOR,14,logic_mature,51020,2015,005930,foundry,8.55,40.7,3.48,0.68,3.85,0.0,0.0,0.0,0.0,0.0,0.0,2.89625,3.78,1.85,0.0,0.0,0.0,0.0,0.0,677861710.0,11297695.166666666,32073453.0,1,0.07953215444068369,0.4502923449950474,0.4070174962552636,0.0,677861710.0,1.9299999999999997,0.0004957858205255329,0.0,0.0,40.7,0.0,0.0,0.6059100418410043,0.49534809111324984,0.0,0.0,0.0,18.32689844129843,0.0,20775757.833333336,3.5812720325603733
2017,Samsung Foundry,KOR,14,logic_mature,102867,2015,005930,foundry,10.38,40.2,4.17,0.83,4.67,0.0,0.0,0.0,0.0,0.0,0.0,4.944166666666667,7.11,3.5,0.0,0.0,0.0,0.0,0.0,824441888.0,13740698.133333333,39171620.0,2,0.07996145665111207,0.44990361754300406,0.40173406534353895,0.0,824441888.0,3.6100000000000003,0.0009910802775024777,0.0,0.0,40.2,0.0,0.0,0.6096383066173449,0.6073180989765877,0.0,0.0,0.0,18.086125425228765,0.0,25430921.866666667,3.597494861134342
2018,Samsung Foundry,KOR,14,logic_mature,164423,2015,005930,foundry,12.1,41.9,5.07,0.97,5.45,0.0,0.0,0.0,0.0,0.0,0.0,6.297499999999999,8.43,4.13,1.0,5.0,1.0,0.0,0.0,937556570.0,15625942.833333334,44840672.0,3,0.08016528263096838,0.45041318591626567,0.41900822983403063,0.0,937556570.0,4.3,0.0014858841010401188,0.0,0.0,41.9,0.0,0.0,0.6678154825026511,0.5892428914011648,5.0,6.0,0.0,18.87231248989153,0.0,29214729.166666664,3.6107500349692345
2019,Samsung Foundry,KOR,14,logic_mature,148485,2015,005930,foundry,12.78,39.0,4.99,1.02,5.75,0.0,0.0,0.0,0.0,0.0,0.0,4.458333333333333,6.97,2.85,2.0,6.0,2.0,0.0,0.0,824613952.0,13743565.866666667,38651660.0,4,0.07981220032768387,0.44992171753351196,0.3904538035638652,0.0,824613952.0,4.119999999999999,0.0019801980198019802,0.0,0.0,39.0,0.0,0.0,0.5593893768297783,0.7548091603053434,12.0,8.0,0.0,17.546946983806965,0.0,24908094.133333333,3.590924225156025
2020,Samsung Foundry,KOR,14,logic_mature,152847,2015,005930,foundry,14.49,38.1,5.52,1.16,6.52,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,5,0.08005520496513423,0.4499654623902372,0.3809523546616732,0.014999875021871173,176155743.2,2.1100000000000003,0.002474022761009401,8001.2,120.02000000000001,38.1,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,32.02208198605369,17.143684117068037,7.9111865,27076721.733333334,3.6022077318881838
2021,Samsung Foundry,KOR,14,logic_mature,139265,2015,005930,foundry,16.46,44.5,7.32,1.32,7.41,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,6,0.08019440582050998,0.4501822326742264,0.44471443227737345,0.014999569555111295,138973128.5,2.1699999999999995,0.002967359050445104,26135.625,392.02500000000003,44.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.13608407435699,20.033109354003074,50.92713214285714,34393693.53333333,3.610209666026016
2022,Samsung Foundry,KOR,14,logic_mature,159199,2015,005930,foundry,18.03,42.9,7.73,1.44,8.11,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,7,0.07986688408946842,0.4498058541427701,0.42872987084138264,0.014999507243520253,127574265.33333333,276.4,0.0034602076124567475,16911.555555555555,253.66666666666666,42.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.893507271574734,19.296671142724836,36.0533225,35413084.2,3.5924592015584955
2023,Samsung Foundry,KOR,14,logic_mature,144403,2015,005930,foundry,12.36,39.0,4.82,0.99,5.56,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,8,0.08009708089829444,0.44983815130759297,0.38996760598967595,0.02382314985687605,65860678.125,35638.630000000005,0.003952569169960474,61943.625,1475.69375,39.0,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,120.14562134744166,17.543687900996126,411.23959679999996,34055221.5,3.603072279642349
2024,Samsung Foundry,KOR,14,logic_mature,145852,2015,005930,foundry,18.09,41.8,7.55,1.45,8.14,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,9,0.08015477721643022,0.449972335546029,0.417357633092447,0.02239364540645341,46707304.14814815,42122.17999999999,0.0044444444444444444,181631.1851851852,4067.385185185185,41.8,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,208.40242076271855,18.80884362582401,3946.244874,40292534.13333333,3.606743230924874
2025,Samsung Foundry,KOR,14,logic_mature,157324,2015,005930,foundry,20.43,42.4,8.66,1.63,9.19,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,10,0.07978462654015532,0.4498286612908144,0.42388642075935284,0.023069655150207948,51331632.58064516,37947.63,0.004935834155972359,157290.51612903227,3628.6387096774192,42.4,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.35387962046596,19.07273523873053,4523.633299733333,58826933.5,3.5889411748145648
